CN_BLLING_PARTY_CODE,PARTY_NAME,CN_CN_NO,BKG_Date,BKG_Zone,BKG_State,BKG_Branch,CN_SOURCE_BRANCH_CODE,DLY_Zone,DLY_State,DLY_Branch_Name,DLY_Code,Consignor_Code,CNR_NAME,CEE_NAME,CONSIGNEE_CODE,EDD_Date,Reached At Destination,Out For Delivery Date,DLY_Date,MIN_POD_OR_DDR_DATE,No_of_Pkg,Actual_Wt,Charged_Wt,TPTR_Mode,DEL_POINT,FRIGHT_MODE,LOAD_TYPE,Freight Amount,ODA_FLAG,Appointment_Flag,Appointment_Date,MNTH,ONTIME_ARVL,DLVD_WITHOUT_TOKEN,CN_Current_Status,NDR_Remark,DELIVERY_STATUS,TAT_MISSING,BUSINESS_TYPE,TAT_DAYS,RETAIL_TAT_DAYS,OPS_TAT,KOM_NAME,KOM_ID,EDD_Diff_Day,CN_CURRENT_BRANCH,CN_CURRENT_BRANCH_NAME,NO_OF_ATTEMPTS,PICKUP_CHLN_DATE,DELEVERY_TYPE,BILL_DATE
111291,REDTAPE LTD,5.97525E+12,"24/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,N.EAST,ASSAM,DIBRUGARH-ASSAM,825,839324,REDTAPE LIMITED  UNNAO ,Redtape limited,250815,"1/11/2025, 12:00 AM","30/10/2025, 5:15 PM","5/11/2025, 4:50 PM","5/11/2025, 12:00 AM","19/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,2089.44,N,N,,Oct,Y,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,8,0,8,BRIJESH(19048),19048,58,825,DIBRUGARH-ASSAM,0,"24/10/2025, 11:02 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"24/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,N.EAST,ASSAM,GUWAHATI-ASSAM,802,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED,907668,"1/11/2025, 12:00 AM","28/10/2025, 10:17 AM","29/10/2025, 6:28 PM","29/10/2025, 12:00 AM","31/10/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1575.26,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,8,0,8,BRIJESH(19048),19048,58,802,GUWAHATI-ASSAM,0,"24/10/2025, 10:56 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"25/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,SOUTH-II,KERALA,COCHIN-KERLA,3003,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD,108376,"1/11/2025, 12:00 AM","1/11/2025, 9:19 AM","1/11/2025, 11:19 AM","1/11/2025, 12:00 AM","3/11/2025, 12:00 AM",6,102,102,SURFACE,DOOR,TBB(T.P),PART-LOAD,1924.93,N,N,,Oct,N,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,7,0,7,BRIJESH(19048),19048,58,3003,COCHIN-KERLA,0,"25/10/2025, 10:13 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"25/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,N.EAST,ASSAM,DIBRUGARH-ASSAM,825,839324,REDTAPE LIMITED  UNNAO ,Redtape limited,277576,"2/11/2025, 12:00 AM","14/11/2025, 8:27 PM","17/11/2025, 4:59 PM","17/11/2025, 12:00 AM","20/11/2025, 12:00 AM",2,34,34,SURFACE,DOOR,TBB(T.P),PART-LOAD,1725.47,N,N,,Oct,N,N,Delivered,Address Incomplete / Wrong,LATE DELIVERY,NOT MISSING,SCM,8,0,8,BRIJESH(19048),19048,57,825,DIBRUGARH-ASSAM,0,"25/10/2025, 10:13 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,JHARKHAND,RANCHI VENDOR,8419,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED KANKE ROAD RANCHI,108551,"1/11/2025, 12:00 AM","29/10/2025, 3:27 PM","30/10/2025, 2:25 PM","30/10/2025, 12:00 AM","4/11/2025, 12:00 AM",2,34,34,SURFACE,DOOR,TBB(T.P),PART-LOAD,706.52,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3402,RANCHI-JHARKHAND,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,INDORE-MADHYA PRADESH,3501,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,346606,"1/11/2025, 12:00 AM","30/10/2025, 6:27 AM","30/10/2025, 10:37 PM","30/10/2025, 12:00 AM","1/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,868.04,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3501,INDORE-MADHYA PRADESH,0,"27/10/2025, 12:41 AM",,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,INDORE-MADHYA PRADESH,3501,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,569042,"1/11/2025, 12:00 AM","30/10/2025, 6:27 AM","31/10/2025, 2:37 PM","31/10/2025, 12:00 AM","1/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,886.83,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3501,INDORE-MADHYA PRADESH,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,REWA-MADHYA PRADESH,3507,839324,REDTAPE LIMITED  UNNAO ,redtape limited ,268401,"1/11/2025, 12:00 AM","2/11/2025, 6:27 AM","3/11/2025, 2:09 PM","3/11/2025, 12:00 AM","7/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,1635.22,N,N,,Oct,N,N,Delivered,LESS LOAD,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3507,REWA-MADHYA PRADESH,0,"27/10/2025, 12:41 AM",,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,GUJARAT,ANAND-GUJARAT,312,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED,108834,"1/11/2025, 12:00 AM","31/10/2025, 12:34 PM","31/10/2025, 2:14 PM","31/10/2025, 12:00 AM","4/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1055.81,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,312,ANAND-GUJARAT,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,KOLHAPUR-MAHARASTRA,3101,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD,316019,"1/11/2025, 12:00 AM","1/11/2025, 12:08 PM","7/11/2025, 11:13 AM","7/11/2025, 12:00 AM","8/11/2025, 12:00 AM",10,170,170,SURFACE,DOOR,TBB(T.P),PART-LOAD,2333.91,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3101,KOLHAPUR-MAHARASTRA,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,BHOSARI TAPASWADI - MH,2804,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED - PREMIER PLAZA 3,908437,"1/11/2025, 12:00 AM","31/10/2025, 9:37 AM","11/11/2025, 12:04 PM","11/11/2025, 12:00 AM","18/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1055.81,N,N,,Oct,Y,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2856,MAHALUNGE TRANSSHIPMENT,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,BHOPAL-MADHYA PRADESH,3502,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,106827,"1/11/2025, 12:00 AM","30/10/2025, 9:57 AM","1/11/2025, 11:10 AM","1/11/2025, 12:00 AM","4/11/2025, 12:00 AM",41,697,697,SURFACE,DOOR,TBB(T.P),PART-LOAD,8822.38,N,N,,Oct,Y,N,Delivered,Political / Local Band / Disturbance,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3502,BHOPAL-MADHYA PRADESH,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,BHOPAL-MADHYA PRADESH,3502,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,106873,"1/11/2025, 12:00 AM","30/10/2025, 9:57 AM","4/11/2025, 10:13 AM","4/11/2025, 12:00 AM","7/11/2025, 12:00 AM",9,153,153,SURFACE,DOOR,TBB(T.P),PART-LOAD,2110.36,N,N,,Oct,Y,N,Delivered,Political / Local Band / Disturbance,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3502,BHOPAL-MADHYA PRADESH,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,BIHAR,PATNA - BIHAR,4002,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED,203535,"1/11/2025, 12:00 AM","29/10/2025, 11:07 AM","1/11/2025, 1:04 PM","1/11/2025, 12:00 AM","8/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1938.02,N,N,,Oct,Y,N,Delivered,ODA Delivery,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,4002,PATNA - BIHAR,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,JHARKHAND,ADITYAPUR-JHARKHAND,3409,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD  -JAMSHEDPUR,718322,"1/11/2025, 12:00 AM","29/10/2025, 8:07 PM","30/10/2025, 11:50 AM","30/10/2025, 12:00 AM","3/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,932.39,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3405,JAMSHEDPUR-JHARKHAND,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,N.EAST,ASSAM,DIBRUGARH-ASSAM,825,839324,REDTAPE LIMITED  UNNAO ,Redtape limited,277576,"3/11/2025, 12:00 AM","11/11/2025, 5:27 AM","21/11/2025, 7:38 AM","21/11/2025, 7:38 AM","24/11/2025, 5:34 PM",10,170,170,SURFACE,DOOR,TBB(T.P),PART-LOAD,4657.42,N,N,,Oct,N,N,Delivered,MISSING INVOICE,LATE DELIVERY,NOT MISSING,SCM,8,0,8,BRIJESH(19048),19048,56,825,DIBRUGARH-ASSAM,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,GUJARAT,SURAT-GUJARAT,402,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,284662,"1/11/2025, 12:00 AM","31/10/2025, 3:27 PM","3/11/2025, 10:47 AM","3/11/2025, 12:00 AM","3/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1048.62,N,N,,Oct,Y,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,402,SURAT-GUJARAT,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,GUJARAT,CHATTRAL-GUJARAT,317,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED PALANPUR,492509,"1/11/2025, 12:00 AM","30/10/2025, 2:27 PM","31/10/2025, 10:41 AM","31/10/2025, 12:00 AM","6/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1799.82,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,317,CHATTRAL-GUJARAT,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,JHARKHAND,DEOGHAR JHARKHAND,3419,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,34917,"1/11/2025, 12:00 AM","1/11/2025, 5:37 PM","2/11/2025, 10:42 AM","2/11/2025, 12:00 AM","10/11/2025, 12:00 AM",5,85,85,SURFACE,DOOR,TBB(T.P),PART-LOAD,1388.16,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3419,DEOGHAR JHARKHAND,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,SOUTH-I,KARNATAKA,PEENYA-KARNATAKA,508,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD BASAVERSHWARA NAGAR BENGALURU,115205,"1/11/2025, 12:00 AM","3/11/2025, 12:11 PM","3/11/2025, 1:34 PM","3/11/2025, 12:00 AM","4/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,1043.06,N,N,,Oct,N,N,Delivered,LESS LOAD,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,509,DODDABALLAPUR-KARNATAKA,0,"27/10/2025, 12:48 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,MASJID BUNDER MUMBAI-MAHARASTRA,2121,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED - PAREL MUMBAI,108559,"1/11/2025, 12:00 AM","3/11/2025, 1:29 PM","3/11/2025, 3:17 PM","3/11/2025, 12:00 AM","3/11/2025, 12:00 AM",8,136,136,SURFACE,DOOR,TBB(T.P),PART-LOAD,1827.85,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2121,MASJID BUNDER MUMBAI-MAHARASTRA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,THANE MUMBAI-MAHARASTRA,2115,839324,REDTAPE LIMITED  UNNAO ,redtape,307215,"1/11/2025, 12:00 AM","3/11/2025, 10:57 AM","3/11/2025, 11:54 AM","3/11/2025, 12:00 AM","7/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,841.15,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2115,THANE MUMBAI-MAHARASTRA,0,"27/10/2025, 12:41 AM",,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,NASIK-MAHARASTRA,2401,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED NASHIK 3,839048,"1/11/2025, 12:00 AM","31/10/2025, 7:37 PM","1/11/2025, 11:19 AM","1/11/2025, 12:00 AM","3/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1038.78,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2401,NASIK-MAHARASTRA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,SOUTH-I,KARNATAKA,HUBLI-KARNATAKA,1802,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD HUBLI,149575,"1/11/2025, 12:00 AM","3/11/2025, 9:38 AM","3/11/2025, 12:16 PM","3/11/2025, 12:00 AM","3/11/2025, 12:00 AM",1,17,20,SURFACE,DOOR,TBB(T.P),PART-LOAD,532.79,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,1802,HUBLI-KARNATAKA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,MUMBAI HUB-MAHARASTRA,2117,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED - GEBI BUSINESS PARK ONLINE BHIWANDI,904005,"1/11/2025, 12:00 AM","1/11/2025, 3:57 PM","3/11/2025, 7:24 PM","3/11/2025, 12:00 AM","12/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,841.15,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2117,MUMBAI HUB-MAHARASTRA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,SOUTH-II,KERALA,COCHIN-KERLA,3003,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD,169658,"2/11/2025, 12:00 AM","3/11/2025, 11:17 AM","5/11/2025, 3:14 PM","5/11/2025, 3:14 PM","6/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1351.58,N,N,,Oct,N,N,Delivered,LESS LOAD,LATE DELIVERY,NOT MISSING,SCM,7,0,7,BRIJESH(19048),19048,57,3003,COCHIN-KERLA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,BARAMATI - MAHARASTRA,2810,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,173102,"1/11/2025, 12:00 AM","1/11/2025, 5:57 PM","3/11/2025, 4:29 PM","3/11/2025, 12:00 AM","4/11/2025, 12:00 AM",4,68,68,SURFACE,DOOR,TBB(T.P),PART-LOAD,1038.78,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2810,BARAMATI - MAHARASTRA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,TATHWADE - MAHARASTRA,2817,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED - AHMEDNAGAR ONLINE  STORE CODE 1422,445166,"1/11/2025, 12:00 AM","17/11/2025, 8:57 AM","17/11/2025, 3:37 PM","17/11/2025, 12:00 AM","18/11/2025, 12:00 AM",3,51,51,SURFACE,DOOR,TBB(T.P),PART-LOAD,841.15,N,N,,Oct,N,N,Delivered,MISSING INVOICE,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,351,AHMEDNAGAR-MAHARASTRA,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-II,MADHYA PRADESH,GOVINDPUR MP,3524,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED-INDRAPURI BHOPAL,478741,"1/11/2025, 12:00 AM","30/10/2025, 9:57 AM","31/10/2025, 11:50 AM","31/10/2025, 12:00 AM","4/11/2025, 12:00 AM",44,748,748,SURFACE,DOOR,TBB(T.P),PART-LOAD,9494.01,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3502,BHOPAL-MADHYA PRADESH,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MADHYA PRADESH,BHOPAL-MADHYA PRADESH,3502,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED ,106873,"1/11/2025, 12:00 AM","30/10/2025, 9:57 AM","3/11/2025, 4:16 PM","3/11/2025, 12:00 AM","7/11/2025, 12:00 AM",40,680,680,SURFACE,DOOR,TBB(T.P),PART-LOAD,8611.47,N,N,,Oct,Y,N,Delivered,Political / Local Band / Disturbance,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3502,BHOPAL-MADHYA PRADESH,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,JHARKHAND,JAMSHEDPUR-JHARKHAND,3405,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD,106803,"1/11/2025, 12:00 AM","29/10/2025, 8:07 PM","30/10/2025, 10:31 AM","30/10/2025, 12:00 AM","1/11/2025, 12:00 AM",5,85,85,SURFACE,DOOR,TBB(T.P),PART-LOAD,1391.28,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,3405,JAMSHEDPUR-JHARKHAND,0,"27/10/2025, 12:41 AM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,BIHAR,MUZAFFARPUR-BIHAR,4111,839324,REDTAPE LIMITED  UNNAO ,Redtape lmt,514857,"1/11/2025, 12:00 AM","31/10/2025, 11:57 AM","12/11/2025, 10:51 AM","1/11/2025, 12:00 AM","13/11/2025, 12:00 AM",11,187,187,SURFACE,DOOR,TBB(T.P),PART-LOAD,3502.34,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,4111,MUZAFFARPUR-BIHAR,0,"27/10/2025, 12:41 AM",,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,EAST-I,BIHAR,MUZAFFARPUR-BIHAR,4111,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED,115810,"1/11/2025, 12:00 AM","31/10/2025, 11:57 AM","3/11/2025, 10:45 AM","3/11/2025, 12:00 AM","19/11/2025, 12:00 AM",5,46,46,SURFACE,DOOR,TBB(T.P),PART-LOAD,868.61,N,N,,Oct,Y,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,4111,MUZAFFARPUR-BIHAR,0,"26/10/2025, 10:39 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"26/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,WEST-I,MAHARASHTRA,NASIK-MAHARASTRA,2401,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LIMITED NASHIK 3,839048,"1/11/2025, 12:00 AM","31/10/2025, 7:37 PM","1/11/2025, 11:19 AM","1/11/2025, 12:00 AM","3/11/2025, 12:00 AM",14,141,141,SURFACE,DOOR,TBB(T.P),PART-LOAD,1995.12,N,N,,Oct,Y,N,Delivered,,ON TIME DELIVERY,NOT MISSING,SCM,6,0,6,BRIJESH(19048),19048,58,2401,NASIK-MAHARASTRA,0,"26/10/2025, 10:39 PM",REG,"30/10/2025, 12:00 AM"
111291,REDTAPE LTD,5.97525E+12,"27/10/2025, 12:00 AM",NORTH-II,UTTAR PRADESH,NEW UNNAO PDA,5975,NORTH-II,JAMMU AND KASHMIR,SRINAGAR JAMMU-JAMMU   KASHMIR,1910,839324,REDTAPE LIMITED  UNNAO ,REDTAPE LTD MAGAM,307479,"1/11/2025, 12:00 AM","3/11/2025, 10:27 AM","3/11/2025, 4:46 PM","3/11/2025, 12:00 AM","15/11/2025, 12:00 AM",13,106,106,SURFACE,DOOR,TBB(T.P),PART-LOAD,2308.81,N,N,,Oct,N,N,Delivered,,LATE DELIVERY,NOT MISSING,SCM,5,0,5,BRIJESH(19048),19048,58,1910,SRINAGAR JAMMU-JAMMU   KASHMIR,0,"27/10/2025, 11:09 PM",REG,"30/10/2025, 12:00 AM"
